mV	°C	bar abs	Zeit	Datum
0,146802	20,9563	1,02409	00:27:12	31.10.2023
0,151601	20,857	1,02434	00:27:22	31.10.2023
0,131592	20,7575	1,02379	00:27:32	31.10.2023
0,130384	20,7541	1,02517	00:27:42	31.10.2023
0,125787	20,7541	1,02487	00:27:52	31.10.2023
0,129417	21,0384	1,02494	00:28:02	31.10.2023
0,137864	20,7715	1,02394	00:28:12	31.10.2023
0,135261	21,0348	1,02459	00:28:22	31.10.2023
0,13361	20,8683	1,02437	00:28:32	31.10.2023
0,137219	20,9468	1,02444	00:28:42	31.10.2023
0,133793	20,8625	1,02463	00:28:52	31.10.2023
0,121841	21,3104	1,02483	00:29:02	31.10.2023
0,131053	20,9009	1,02379	00:29:12	31.10.2023
0,130501	20,7642	1,02393	00:29:22	31.10.2023
0,142512	20,7541	1,02378	00:29:32	31.10.2023
0,131019	20,9313	1,02359	00:29:42	31.10.2023
0,116224	20,7786	1,02493	00:29:52	31.10.2023
0,134799	21,1024	1,02506	00:30:02	31.10.2023
0,108353	20,808	1,02445	00:30:12	31.10.2023
0,149047	21,3555	1,0241	00:30:22	31.10.2023
0,143998	20,857	1,02414	00:30:32	31.10.2023
0,119161	20,9234	1,02445	00:30:42	31.10.2023
0,118059	20,8704	1,02406	00:30:52	31.10.2023
0,119858	20,9542	1,02415	00:31:02	31.10.2023
0,139915	20,7559	1,02454	00:31:12	31.10.2023
0,124911	20,7541	1,02339	00:31:22	31.10.2023
0,127962	21,1448	1,02422	00:31:32	31.10.2023
0,144296	20,9601	1,02454	00:31:42	31.10.2023
0,127606	20,7613	1,02361	00:31:52	31.10.2023
0,124145	20,85	1,02365	00:32:02	31.10.2023
0,13317	20,9493	1,02366	00:32:12	31.10.2023
0,139559	20,8599	1,02403	00:32:22	31.10.2023
0,130089	21,0416	1,02488	00:32:32	31.10.2023
0,138756	21,1425	1,02495	00:32:42	31.10.2023
0,121697	20,7185	1,02419	00:32:52	31.10.2023
0,112394	21,1728	1,02456	00:33:02	31.10.2023
0,138205	20,8254	1,02448	00:33:12	31.10.2023
0,139473	20,7541	1,02479	00:33:22	31.10.2023
0,122159	20,8386	1,02386	00:33:32	31.10.2023
0,133364	21,1047	1,02406	00:33:42	31.10.2023
0,135223	20,8561	1,02415	00:33:52	31.10.2023
0,125869	20,6563	1,02396	00:34:02	31.10.2023
0,119344	20,9489	1,02377	00:34:12	31.10.2023
0,138848	20,9543	1,02423	00:34:22	31.10.2023
0,12663	20,8573	1,02415	00:34:32	31.10.2023
0,131814	20,8543	1,02056	00:34:42	31.10.2023
0,135008	21,0459	1,0232	00:34:52	31.10.2023
0,129005	20,8638	1,02205	00:35:02	31.10.2023
0,145433	21,138	1,02392	00:35:12	31.10.2023
0,134134	20,7788	1,02414	00:35:22	31.10.2023
0,117861	21,2203	1,02489	00:35:32	31.10.2023
0,139877	20,8845	1,02422	00:35:42	31.10.2023
0,136266	20,9461	1,02451	00:35:52	31.10.2023
0,11982	20,863	1,02375	00:36:02	31.10.2023
0,110649	21,3464	1,02491	00:36:12	31.10.2023
0,128621	20,6694	1,0238	00:36:22	31.10.2023
0,135	20,9457	1,02471	00:36:32	31.10.2023
0,136642	20,8577	1,02437	00:36:42	31.10.2023
0,135909	20,7582	1,02444	00:36:52	31.10.2023
0,139698	20,7541	1,02361	00:37:02	31.10.2023
0,125441	20,6594	1,02347	00:37:12	31.10.2023
0,137634	20,8424	1,02374	00:37:22	31.10.2023
0,141987	20,6675	1,02376	00:37:32	31.10.2023
0,125143	20,6541	1,02457	00:37:42	31.10.2023
0,140257	20,7462	1,02402	00:37:52	31.10.2023
0,136295	20,7541	1,02431	00:38:02	31.10.2023
0,132254	20,7541	1,024	00:38:12	31.10.2023
0,14205	20,6639	1,02387	00:38:22	31.10.2023
0,120768	20,8334	1,02456	00:38:32	31.10.2023
0,119948	20,9432	1,02483	00:38:42	31.10.2023
0,125052	21,3074	1,02441	00:38:52	31.10.2023
0,123521	20,828	1,0247	00:39:02	31.10.2023
0,133038	21,0158	1,02423	00:39:12	31.10.2023
0,120444	20,7079	1,02407	00:39:22	31.10.2023
0,136443	21,0843	1,02406	00:39:32	31.10.2023
0,127421	20,8127	1,02347	00:39:42	31.10.2023
0,123595	21,0926	1,02435	00:39:52	31.10.2023
0,122588	20,9027	1,02465	00:40:02	31.10.2023
0,120472	20,5546	1,02435	00:40:12	31.10.2023
0,119443	21,05	1,02387	00:40:22	31.10.2023
0,112228	20,9558	1,02473	00:40:32	31.10.2023
0,141187	20,8564	1,02436	00:40:42	31.10.2023
0,128174	21,049	1,02464	00:40:52	31.10.2023
0,124901	20,6671	1,02436	00:41:02	31.10.2023
0,13946	21,1353	1,02482	00:41:12	31.10.2023
0,122238	21,0585	1,02457	00:41:22	31.10.2023
0,132316	21,1492	1,02427	00:41:32	31.10.2023
0,130466	20,7766	1,02425	00:41:42	31.10.2023
0,131862	21,0353	1,02471	00:41:52	31.10.2023
0,131196	20,868	1,02347	00:42:02	31.10.2023
0,126711	20,7616	1,02445	00:42:12	31.10.2023
0,121275	20,8461	1,02411	00:42:22	31.10.2023
0,134749	20,6719	1,02432	00:42:32	31.10.2023
0,139969	20,9093	1,02495	00:42:42	31.10.2023
0,138618	21,0376	1,02397	00:42:52	31.10.2023
0,133612	20,8557	1,02444	00:43:02	31.10.2023
0,113819	20,8543	1,02435	00:43:12	31.10.2023
0,154521	20,9523	1,02483	00:43:22	31.10.2023
0,129145	20,9543	1,0238	00:43:32	31.10.2023
0,109474	21,0508	1,02386	00:43:42	31.10.2023
0,136708	20,766	1,02348	00:43:52	31.10.2023
0,122212	20,8496	1,02458	00:44:02	31.10.2023
0,120168	20,7595	1,02502	00:44:12	31.10.2023
0,120856	20,7541	1,02486	00:44:22	31.10.2023
0,120145	20,7541	1,02375	00:44:32	31.10.2023
0,137207	20,8472	1,02357	00:44:42	31.10.2023
0,12939	20,8543	1,02402	00:44:52	31.10.2023
0,126583	20,8543	1,0237	00:45:02	31.10.2023
0,127142	21,2169	1,02472	00:45:12	31.10.2023
0,12937	20,8939	1,0237	00:45:22	31.10.2023
0,120262	20,7646	1,02435	00:45:32	31.10.2023
0,144942	20,7541	1,02393	00:45:42	31.10.2023
0,135015	20,8425	1,02386	00:45:52	31.10.2023
0,118802	20,6791	1,0236	00:46:02	31.10.2023
0,129472	20,741	1,02432	00:46:12	31.10.2023
0,144276	20,6679	1,02479	00:46:22	31.10.2023
0,126936	20,8256	1,02376	00:46:32	31.10.2023
0,13766	20,7692	1,02439	00:46:42	31.10.2023
0,149282	21,3438	1,02356	00:46:52	31.10.2023
0,138157	21,0365	1,02464	00:47:02	31.10.2023
0,126588	20,9543	1,02182	00:47:12	31.10.2023
0,132083	20,7565	1,02226	00:47:22	31.10.2023
0,13117	21,2447	1,02362	00:47:32	31.10.2023
0,120248	21,2543	1,02452	00:47:42	31.10.2023
0,11933	20,7698	1,02341	00:47:52	31.10.2023
0,130084	20,9467	1,02458	00:48:02	31.10.2023
0,119658	20,9543	1,02531	00:48:12	31.10.2023
0,147398	20,9543	1,02479	00:48:22	31.10.2023
0,129641	20,7654	1,02419	00:48:32	31.10.2023
0,131032	20,9415	1,0247	00:48:42	31.10.2023
0,126681	21,1405	1,02457	00:48:52	31.10.2023
0,123458	20,877	1,02383	00:49:02	31.10.2023
0,12326	20,7623	1,02376	00:49:12	31.10.2023
0,130565	20,7541	1,02438	00:49:22	31.10.2023
0,127523	21,2078	1,02454	00:49:32	31.10.2023
0,144497	20,8943	1,02464	00:49:42	31.10.2023
0,144717	20,7648	1,02387	00:49:52	31.10.2023
0,132499	21,1089	1,02436	00:50:02	31.10.2023
0,126216	20,9781	1,02359	00:50:12	31.10.2023
0,13193	20,7792	1,0238	00:50:22	31.10.2023
0,115373	21,0143	1,02453	00:50:32	31.10.2023
0,126776	21,1402	1,02457	00:50:42	31.10.2023
0,139721	21,1542	1,0243	00:50:52	31.10.2023
0,121718	21,4933	1,02467	00:51:02	31.10.2023
0,126606	21,1341	1,02505	00:51:12	31.10.2023
0,139352	20,7541	1,02416	00:51:22	31.10.2023
0,124168	20,8537	1,02444	00:51:32	31.10.2023
0,137999	20,9531	1,02368	00:51:42	31.10.2023
0,146113	20,9543	1,02433	00:51:52	31.10.2023
0,136786	21,247	1,02397	00:52:02	31.10.2023
0,135127	20,7699	1,02443	00:52:12	31.10.2023
0,119707	20,9467	1,02408	00:52:22	31.10.2023
0,127721	20,9543	1,02452	00:52:32	31.10.2023
0,13657	21,0436	1,02175	00:52:42	31.10.2023
0,137465	20,8782	1,02439	00:52:52	31.10.2023
0,136766	20,7667	1,02459	00:53:02	31.10.2023
0,140846	20,7541	1,02405	00:53:12	31.10.2023
0,133817	20,6679	1,02489	00:53:22	31.10.2023
0,12177	21,0818	1,02405	00:53:32	31.10.2023
0,126227	20,9844	1,02435	00:53:42	31.10.2023
0,12788	20,9543	1,02425	00:53:52	31.10.2023
0,134009	20,704	1,02435	00:54:02	31.10.2023
0,137747	20,7532	1,02397	00:54:12	31.10.2023
0,130373	20,8529	1,02444	00:54:22	31.10.2023
0,120171	20,658	1,02435	00:54:32	31.10.2023
0,14584	20,8494	1,02416	00:54:42	31.10.2023
0,129861	21,1452	1,02492	00:54:52	31.10.2023
0,106484	20,9618	1,02457	00:55:02	31.10.2023
0,139555	20,6672	1,02371	00:55:12	31.10.2023
0,142143	20,8445	1,02394	00:55:22	31.10.2023
0,136915	21,1374	1,0246	00:55:32	31.10.2023
0,144924	20,8732	1,02483	00:55:42	31.10.2023
0,120029	21,0404	1,02457	00:55:52	31.10.2023
0,125926	20,8693	1,02337	00:56:02	31.10.2023
0,126417	20,6705	1,02425	00:56:12	31.10.2023
0,123498	20,8366	1,02185	00:56:22	31.10.2023
0,142073	20,8543	1,02449	00:56:32	31.10.2023
0,12003	20,7642	1,0238	00:56:42	31.10.2023
0,136331	20,9329	1,02453	00:56:52	31.10.2023
0,145356	20,688	1,02378	00:57:02	31.10.2023
0,127133	20,9181	1,0246	00:57:12	31.10.2023
0,131832	20,867	1,02364	00:57:22	31.10.2023
0,127873	21,1141	1,02405	00:57:32	31.10.2023
0,12445	21,1542	1,02517	00:57:42	31.10.2023
0,12405	20,8984	1,02418	00:57:52	31.10.2023
0,136245	20,8543	1,02386	00:58:02	31.10.2023
0,137582	20,7703	1,02524	00:58:12	31.10.2023
0,121464	21,2532	1,02446	00:58:22	31.10.2023
0,121831	21,0558	1,02416	00:58:32	31.10.2023
0,137415	20,6604	1,02338	00:58:42	31.10.2023
0,128093	21,045	1,02431	00:58:52	31.10.2023
0,124115	21,1513	1,02473	00:59:02	31.10.2023
0,153335	20,576	1,02437	00:59:12	31.10.2023
0,129521	20,5542	1,02444	00:59:22	31.10.2023
0,131069	20,9351	1,02454	00:59:32	31.10.2023
0,140247	20,7646	1,02381	00:59:42	31.10.2023
0,127812	21,2253	1,02422	00:59:52	31.10.2023
0,14292	21,3478	1,02462	01:00:02	31.10.2023
0,119993	20,8898	1,02393	01:00:12	31.10.2023
0,113358	21,131	1,02431	01:00:22	31.10.2023
0,13133	20,7877	1,02355	01:00:32	31.10.2023
0,123252	21,0275	1,02355	01:00:42	31.10.2023
0,14709	20,6019	1,02401	01:00:52	31.10.2023
0,135653	20,9133	1,02414	01:01:02	31.10.2023
0,124339	20,8654	1,02415	01:01:12	31.10.2023
0,141648	20,8543	1,02441	01:01:22	31.10.2023
0,133241	20,8543	1,02359	01:01:32	31.10.2023
0,114518	20,8543	1,02355	01:01:42	31.10.2023
0,12881	20,7678	1,02365	01:01:52	31.10.2023
0,146947	20,7541	1,024	01:02:02	31.10.2023
0,130881	20,6689	1,02422	01:02:12	31.10.2023
0,133407	20,8231	1,02396	01:02:22	31.10.2023
0,131623	20,7703	1,02445	01:02:32	31.10.2023
0,12371	21,1257	1,02168	01:02:42	31.10.2023
0,118057	20,9685	1,02256	01:02:52	31.10.2023
0,122901	20,6775	1,02366	01:03:02	31.10.2023
0,13352	20,3796	1,02385	01:03:12	31.10.2023
0,141583	21,4451	1,0243	01:03:22	31.10.2023
0,140754	21,0121	1,024	01:03:32	31.10.2023
0,131994	20,8645	1,02387	01:03:42	31.10.2023
0,130438	20,7649	1,02333	01:03:52	31.10.2023
0,126106	20,6655	1,02143	01:04:02	31.10.2023
0,124217	20,9187	1,02393	01:04:12	31.10.2023
0,138072	21,1293	1,02358	01:04:22	31.10.2023
0,137047	21,3282	1,02474	01:04:32	31.10.2023
0,136676	20,8359	1,02427	01:04:42	31.10.2023
0,151098	21,0114	1,02365	01:04:52	31.10.2023
0,128692	20,7987	1,02356	01:05:02	31.10.2023
0,138392	20,8388	1,02438	01:05:12	31.10.2023
0,127833	20,6861	1,02357	01:05:22	31.10.2023
0,139654	20,7541	1,02051	01:05:32	31.10.2023
0,134912	21,1518	1,02457	01:05:42	31.10.2023
0,125617	20,7587	1,02359	01:05:52	31.10.2023
0,126403	20,7541	1,02423	01:06:02	31.10.2023
0,138905	20,7541	1,02425	01:06:12	31.10.2023
0,111134	20,8513	1,02463	01:06:22	31.10.2023
0,128359	20,6614	1,02087	01:06:32	31.10.2023
0,131849	20,7499	1,02387	01:06:42	31.10.2023
0,147185	20,8496	1,02387	01:06:52	31.10.2023
0,12124	21,0434	1,02422	01:07:02	31.10.2023
0,117846	20,9602	1,02361	01:07:12	31.10.2023
0,140879	20,7675	1,02365	01:07:22	31.10.2023
0,131075	20,7541	1,02357	01:07:32	31.10.2023
0,12004	20,8464	1,02157	01:07:42	31.10.2023
0,131033	20,8543	1,02362	01:07:52	31.10.2023
0,123206	21,2181	1,02493	01:08:02	31.10.2023
0,160093	20,7118	1,02443	01:08:12	31.10.2023
0,135019	20,9212	1,02383	01:08:22	31.10.2023
0,131234	20,7775	1,02471	01:08:32	31.10.2023
0,140983	20,842	1,02399	01:08:42	31.10.2023
0,128261	20,8543	1,02479	01:08:52	31.10.2023
0,135414	20,595	1,02512	01:09:02	31.10.2023
0,121551	20,64	1,02389	01:09:12	31.10.2023
0,124771	20,8245	1,02366	01:09:22	31.10.2023
0,13374	21,023	1,02326	01:09:32	31.10.2023
0,13778	20,9706	1,02356	01:09:42	31.10.2023
0,125623	21,1533	1,02405	01:09:52	31.10.2023
0,11601	20,7585	1,02454	01:10:02	31.10.2023
0,12792	20,9508	1,02416	01:10:12	31.10.2023
0,135802	20,7588	1,02397	01:10:22	31.10.2023
0,128913	21,0449	1,02462	01:10:32	31.10.2023
0,121092	21,4389	1,02437	01:10:42	31.10.2023
0,146066	20,7865	1,0237	01:10:52	31.10.2023
0,134822	20,9436	1,02347	01:11:02	31.10.2023
0,132805	20,8603	1,02456	01:11:12	31.10.2023
0,143937	20,7607	1,02383	01:11:22	31.10.2023
0,127494	20,9398	1,02494	01:11:32	31.10.2023
0,12568	20,8622	1,02379	01:11:42	31.10.2023
0,130023	20,7626	1,02402	01:11:52	31.10.2023
0,143477	20,8453	1,0245	01:12:02	31.10.2023
0,137329	21,3064	1,02411	01:12:12	31.10.2023
0,144573	21,3543	1,02467	01:12:22	31.10.2023
0,130395	20,9983	1,02406	01:12:32	31.10.2023
0,118784	20,7567	1,02173	01:12:42	31.10.2023
0,116163	20,6559	1,0236	01:12:52	31.10.2023
0,138	20,8494	1,02452	01:13:02	31.10.2023
0,130513	20,6605	1,0237	01:13:12	31.10.2023
0,140365	20,7503	1,02347	01:13:22	31.10.2023
0,130686	20,7541	1,0243	01:13:32	31.10.2023
0,128083	20,7541	1,0238	01:13:42	31.10.2023
0,133277	20,7541	1,02376	01:13:52	31.10.2023
0,138765	20,7541	1,02404	01:14:02	31.10.2023
0,135322	20,7541	1,0236	01:14:12	31.10.2023
0,130663	20,9391	1,02392	01:14:22	31.10.2023
0,117872	20,9543	1,02477	01:14:32	31.10.2023
0,129349	21,1365	1,02449	01:14:42	31.10.2023
0,137604	20,9734	1,02445	01:14:52	31.10.2023
0,125313	20,7745	1,02384	01:15:02	31.10.2023
0,12405	21,0215	1,02498	01:15:12	31.10.2023
0,13256	20,6998	1,02436	01:15:22	31.10.2023
0,13845	20,7421	1,02442	01:15:32	31.10.2023
0,139044	20,7541	1,02377	01:15:42	31.10.2023
0,119582	20,8411	1,02213	01:15:52	31.10.2023
0,136282	21,1129	1,0244	01:16:02	31.10.2023
0,173326	20,9831	1,02502	01:16:12	31.10.2023
0,135626	21,0392	1,02513	01:16:22	31.10.2023
0,141639	20,8008	1,02366	01:16:32	31.10.2023
0,139081	21,173	1,02356	01:16:42	31.10.2023
0,126941	20,8556	1,02366	01:16:52	31.10.2023
0,124179	21,1516	1,02492	01:17:02	31.10.2023
0,136622	20,7607	1,02379	01:17:12	31.10.2023
0,139801	20,852	1,02423	01:17:22	31.10.2023
0,105659	20,9514	1,02407	01:17:32	31.10.2023
0,131349	20,7611	1,02349	01:17:42	31.10.2023
0,133475	20,6582	1,02355	01:17:52	31.10.2023
0,141903	21,1306	1,0244	01:18:02	31.10.2023
0,140688	20,5871	1,02501	01:18:12	31.10.2023
0,128614	21,211	1,02431	01:18:22	31.10.2023
0,133964	21,2543	1,02517	01:18:32	31.10.2023
0,133567	20,6978	1,02424	01:18:42	31.10.2023
0,134258	20,7463	1,02162	01:18:52	31.10.2023
0,14604	21,029	1,02424	01:19:02	31.10.2023
0,131647	20,9633	1,02411	01:19:12	31.10.2023
0,133256	21,1349	1,02441	01:19:22	31.10.2023
0,143571	21,0645	1,02463	01:19:32	31.10.2023
0,130312	20,8762	1,02369	01:19:42	31.10.2023
0,140807	20,7658	1,02382	01:19:52	31.10.2023
0,136588	20,6665	1,02343	01:20:02	31.10.2023
0,117768	21,0893	1,02438	01:20:12	31.10.2023
0,125051	21,0678	1,02396	01:20:22	31.10.2023
0,118858	20,7968	1,02344	01:20:32	31.10.2023
0,125917	20,9245	1,02402	01:20:42	31.10.2023
0,144813	21,0388	1,02386	01:20:52	31.10.2023
0,122834	20,7183	1,02356	01:21:02	31.10.2023
0,136597	20,9048	1,02434	01:21:12	31.10.2023
0,109226	20,8547	1,02484	01:21:22	31.10.2023
0,130595	20,9533	1,02465	01:21:32	31.10.2023
0,134317	20,7575	1,02426	01:21:42	31.10.2023
0,131188	20,8519	1,02407	01:21:52	31.10.2023
0,119541	20,7573	1,02396	01:22:02	31.10.2023
0,127008	20,7541	1,02377	01:22:12	31.10.2023
0,11267	20,7541	1,02432	01:22:22	31.10.2023
0,133518	20,8494	1,02454	01:22:32	31.10.2023
0,141459	20,9437	1,02368	01:22:42	31.10.2023
0,145729	20,7778	1,02459	01:22:52	31.10.2023
0,132826	20,8418	1,02492	01:23:02	31.10.2023
0,138816	20,9413	1,02504	01:23:12	31.10.2023
0,139141	20,7813	1,02496	01:23:22	31.10.2023
0,136979	20,8402	1,02444	01:23:32	31.10.2023
0,127108	21,0249	1,0246	01:23:42	31.10.2023
0,122235	20,8849	1,02432	01:23:52	31.10.2023
0,139198	20,9384	1,02386	01:24:02	31.10.2023
0,116123	20,7038	1,02337	01:24:12	31.10.2023
0,140669	20,6541	1,02356	01:24:22	31.10.2023
0,132954	21,0501	1,02366	01:24:32	31.10.2023
0,106815	20,8578	1,02366	01:24:42	31.10.2023
0,124639	21,3424	1,02529	01:24:52	31.10.2023
0,130261	20,8699	1,02412	01:25:02	31.10.2023
0,139596	20,9505	1,02151	01:25:12	31.10.2023
0,127609	21,0497	1,02427	01:25:22	31.10.2023
0,137071	20,8646	1,0238	01:25:32	31.10.2023
0,116357	20,7599	1,02412	01:25:42	31.10.2023
0,134855	20,9416	1,0248	01:25:52	31.10.2023
0,138863	20,8613	1,02403	01:26:02	31.10.2023
0,112449	20,7618	1,02369	01:26:12	31.10.2023
0,154684	20,9378	1,02348	01:26:22	31.10.2023
0,125861	20,7717	1,02408	01:26:32	31.10.2023
0,133422	20,845	1,0238	01:26:42	31.10.2023
0,137193	21,0344	1,02367	01:26:52	31.10.2023
0,124565	21,0542	1,02436	01:27:02	31.10.2023
0,13748	20,6989	1,02393	01:27:12	31.10.2023
0,138339	20,8304	1,02395	01:27:22	31.10.2023
0,132652	20,9417	1,02438	01:27:32	31.10.2023
0,109698	21,041	1,02352	01:27:42	31.10.2023
0,132197	21,0542	1,02378	01:27:52	31.10.2023
0,113314	20,9689	1,02436	01:28:02	31.10.2023
0,125452	20,7847	1,02379	01:28:12	31.10.2023
0,128669	20,7541	1,02386	01:28:22	31.10.2023
0,126111	20,8377	1,02464	01:28:32	31.10.2023
0,14154	20,8543	1,02407	01:28:42	31.10.2023
0,140618	20,9531	1,02367	01:28:52	31.10.2023
0,117094	20,5615	1,02376	01:29:02	31.10.2023
0,130204	20,8469	1,02395	01:29:12	31.10.2023
0,131911	20,7573	1,02339	01:29:22	31.10.2023
0,138857	20,7541	1,02355	01:29:32	31.10.2023
0,126063	21,136	1,0244	01:29:42	31.10.2023
0,121837	20,775	1,02464	01:29:52	31.10.2023
0,133725	20,8484	1,02437	01:30:02	31.10.2023
0,115634	20,8543	1,02472	01:30:12	31.10.2023
0,128684	20,9471	1,02438	01:30:22	31.10.2023
0,136949	20,7697	1,02444	01:30:32	31.10.2023
0,116224	20,9374	1,02365	01:30:42	31.10.2023
0,13496	20,6813	1,02401	01:30:52	31.10.2023
0,123678	20,6541	1,02379	01:31:02	31.10.2023
0,130366	20,7438	1,02367	01:31:12	31.10.2023
0,127585	20,8434	1,02409	01:31:22	31.10.2023
0,125791	20,8543	1,02372	01:31:32	31.10.2023
0,141798	20,7663	1,0234	01:31:42	31.10.2023
0,122821	21,0159	1,02139	01:31:52	31.10.2023
0,115251	20,7944	1,02395	01:32:02	31.10.2023
0,125584	21,0117	1,02462	01:32:12	31.10.2023
0,125842	20,7986	1,02374	01:32:22	31.10.2023
0,122918	20,9234	1,02097	01:32:32	31.10.2023
0,133761	20,9543	1,02368	01:32:42	31.10.2023
0,121546	21,4235	1,02496	01:32:52	31.10.2023
0,135071	20,8012	1,02359	01:33:02	31.10.2023
0,135145	21,0323	1,02228	01:33:12	31.10.2023
0,128464	20,9622	1,02415	01:33:22	31.10.2023
0,138241	20,8629	1,02382	01:33:32	31.10.2023
0,135411	20,7633	1,02162	01:33:42	31.10.2023
0,127883	20,8444	1,02393	01:33:52	31.10.2023
0,122904	20,496	1,02469	01:34:02	31.10.2023
0,127451	21,0764	1,02457	01:34:12	31.10.2023
0,137188	20,8893	1,02378	01:34:22	31.10.2023
0,134047	21,0294	1,02375	01:34:32	31.10.2023
0,120289	20,7932	1,02385	01:34:42	31.10.2023
0,152033	21,0103	1,02419	01:34:52	31.10.2023
0,136208	20,9698	1,02396	01:35:02	31.10.2023
0,124664	20,8704	1,02514	01:35:12	31.10.2023
0,130606	20,6542	1,02495	01:35:22	31.10.2023
0,130616	20,853	1,02436	01:35:32	31.10.2023
0,136943	20,8543	1,02397	01:35:42	31.10.2023
0,156276	21,3448	1,02472	01:35:52	31.10.2023
0,133791	20,6715	1,02082	01:36:02	31.10.2023
0,121901	20,9449	1,02476	01:36:12	31.10.2023
0,145564	21,1469	1,02447	01:36:22	31.10.2023
0,117061	21,1542	1,02511	01:36:32	31.10.2023
0,121482	21,0591	1,02207	01:36:42	31.10.2023
0,140553	20,771	1,02354	01:36:52	31.10.2023
0,118181	20,848	1,02384	01:37:02	31.10.2023
0,139243	20,9472	1,02477	01:37:12	31.10.2023
0,161279	20,8621	1,0243	01:37:22	31.10.2023
0,145136	20,7626	1,02425	01:37:32	31.10.2023
0,116146	20,5725	1,02443	01:37:42	31.10.2023
0,128214	20,7343	1,02445	01:37:52	31.10.2023
0,138161	20,7541	1,02384	01:38:02	31.10.2023
0,123409	20,6653	1,02385	01:38:12	31.10.2023
0,114631	20,8304	1,0242	01:38:22	31.10.2023
0,148053	21,3781	1,024	01:38:32	31.10.2023
0,132338	21,0212	1,02379	01:38:42	31.10.2023
0,133703	20,6964	1,02384	01:38:52	31.10.2023
0,140461	20,7394	1,02427	01:39:02	31.10.2023
0,123767	20,6694	1,02394	01:39:12	31.10.2023
0,124258	21,326	1,02356	01:39:22	31.10.2023
0,138207	20,6541	1,02405	01:39:32	31.10.2023
0,118739	20,6541	1,02454	01:39:42	31.10.2023
0,130359	20,7528	1,02368	01:39:52	31.10.2023
0,125656	20,9505	1,02462	01:40:02	31.10.2023
0,139648	20,8569	1,02446	01:40:12	31.10.2023
0,121253	20,8543	1,02483	01:40:22	31.10.2023
0,137037	20,758	1,02428	01:40:32	31.10.2023
0,133649	20,7541	1,02341	01:40:42	31.10.2023
0,125944	20,849	1,02364	01:40:52	31.10.2023
0,139949	20,7599	1,02357	01:41:02	31.10.2023
0,145858	20,8478	1,02429	01:41:12	31.10.2023
0,118634	21,2261	1,02472	01:41:22	31.10.2023
0,128762	20,7927	1,02457	01:41:32	31.10.2023
0,131775	20,846	1,02384	01:41:42	31.10.2023
0,131213	20,7631	1,02465	01:41:52	31.10.2023
0,113788	20,8447	1,02493	01:42:02	31.10.2023
0,122998	20,9441	1,02398	01:42:12	31.10.2023
0,132614	20,9543	1,02377	01:42:22	31.10.2023
0,139899	20,8658	1,02359	01:42:32	31.10.2023
0,141956	20,9532	1,02356	01:42:42	31.10.2023
0,139844	20,7574	1,02405	01:42:52	31.10.2023
0,130475	20,9494	1,02396	01:43:02	31.10.2023
0,121063	21,0511	1,02396	01:43:12	31.10.2023
0,127829	21,1506	1,02064	01:43:22	31.10.2023
0,1257	21,25	1,02404	01:43:32	31.10.2023
0,140091	20,9688	1,02398	01:43:42	31.10.2023
0,140622	20,8598	1,02451	01:43:52	31.10.2023
0,113557	21,1361	1,024	01:44:02	31.10.2023
0,13089	20,5939	1,02414	01:44:12	31.10.2023
0,131941	21,0183	1,02415	01:44:22	31.10.2023
0,132678	20,87	1,02334	01:44:32	31.10.2023
0,131267	21,0371	1,02424	01:44:42	31.10.2023
0,123156	21,0542	1,024	01:44:52	31.10.2023
0,128243	20,9642	1,0244	01:45:02	31.10.2023
0,147413	21,0437	1,02454	01:45:12	31.10.2023
0,119407	21,0542	1,02464	01:45:22	31.10.2023
0,124622	20,9662	1,02388	01:45:32	31.10.2023
0,113031	21,129	1,02367	01:45:42	31.10.2023
0,119064	20,8941	1,024	01:45:52	31.10.2023
0,128386	21,0265	1,02439	01:46:02	31.10.2023
0,111053	20,9687	1,02512	01:46:12	31.10.2023
0,130745	20,7841	1,02409	01:46:22	31.10.2023
0,129572	20,8387	1,02425	01:46:32	31.10.2023
0,129457	20,8543	1,02386	01:46:42	31.10.2023
0,134241	20,7542	1,02366	01:46:52	31.10.2023
0,114562	20,8536	1,02346	01:47:02	31.10.2023
0,129721	21,2495	1,02452	01:47:12	31.10.2023
0,124917	20,8624	1,02359	01:47:22	31.10.2023
0,122503	20,9517	1,02356	01:47:32	31.10.2023
0,113955	20,7605	1,02375	01:47:42	31.10.2023
0,141475	20,7541	1,02395	01:47:52	31.10.2023
0,130735	20,7541	1,02433	01:48:02	31.10.2023
0,134922	21,0392	1,02491	01:48:12	31.10.2023
0,128305	21,0542	1,02384	01:48:22	31.10.2023
0,123493	21,0542	1,02385	01:48:32	31.10.2023
0,137412	20,9612	1,02422	01:48:42	31.10.2023
0,13012	20,6769	1,02371	01:48:52	31.10.2023
0,123694	20,7459	1,02428	01:49:02	31.10.2023
0,128363	20,663	1,02409	01:49:12	31.10.2023
0,136739	21,1059	1,02441	01:49:22	31.10.2023
0,128133	20,7954	1,02498	01:49:32	31.10.2023
0,151463	21,5562	1,02452	01:49:42	31.10.2023
0,151913	20,9464	1,02419	01:49:52	31.10.2023
0,131262	20,8543	1,02484	01:50:02	31.10.2023
0,122505	20,8543	1,02486	01:50:12	31.10.2023
0,136216	21,2	1,02384	01:50:22	31.10.2023
0,131387	20,7397	1,02358	01:50:32	31.10.2023
