mV	mV	mV	mV	mV	°C	bar	%*bar	Zeit	Datum
1,10316	2,77969	3,3277	2,88554	1,58745	24,3634	2,00483	1,61197	08:47:47	31.10.2023
1,09998	2,78036	3,32875	2,88729	1,58694	24,4098	2,00444	1,64148	08:48:47	31.10.2023
1,09663	2,77822	3,32855	2,88581	1,58804	24,388	2,0045	1,62464	08:49:47	31.10.2023
1,09801	2,78165	3,32935	2,88795	1,58709	24,4014	2,00444	1,63776	08:50:47	31.10.2023
1,09785	2,77822	3,3317	2,8834	1,58788	24,2972	2,00594	1,6061	08:51:47	31.10.2023
1,10161	2,7811	3,33037	2,88493	1,5885	24,3787	2,00467	1,7494	08:52:47	31.10.2023
1,09905	2,78022	3,32968	2,88523	1,58784	24,3524	2,00457	1,76232	08:53:47	31.10.2023
1,09871	2,77712	3,33211	2,88405	1,58702	24,4636	2,00487	1,63432	08:54:47	31.10.2023
1,09758	2,77683	3,33212	2,88534	1,58676	24,3184	2,0048	1,62877	08:55:47	31.10.2023
1,09543	2,77756	3,33316	2,88674	1,58811	24,3843	2,00534	1,76283	08:56:47	31.10.2023
1,09318	2,77602	3,33239	2,88864	1,58737	24,3844	2,00466	1,61015	08:57:47	31.10.2023
1,09503	2,77657	3,33172	2,88838	1,58799	24,4166	2,00416	1,7341	08:58:47	31.10.2023
1,09764	2,77471	3,33105	2,88476	1,58689	24,4238	2,00494	1,74584	08:59:47	31.10.2023
1,09861	2,77798	3,33055	2,88258	1,58729	24,3805	2,00512	1,76071	09:00:47	31.10.2023
1,09635	2,77591	3,33132	2,88443	1,58706	24,4149	2,00412	1,60941	09:01:47	31.10.2023
1,09252	2,77702	3,32916	2,88433	1,58715	24,3275	2,00353	1,60577	09:02:47	31.10.2023
1,09512	2,77675	3,33211	2,88587	1,58788	24,3358	2,00556	1,6106	09:03:47	31.10.2023
1,0913	2,77425	3,33312	2,88691	1,58733	24,3236	2,00463	1,75912	09:04:47	31.10.2023
1,09229	2,77318	3,3309	2,88785	1,5869	24,3835	2,0043	1,62922	09:05:47	31.10.2023
1,09319	2,77519	3,33149	2,88779	1,58681	24,3601	2,00237	1,63267	09:06:47	31.10.2023
1,09266	2,77429	3,33059	2,88984	1,58792	24,3406	2,0043	1,76161	09:07:47	31.10.2023
1,09297	2,7744	3,33145	2,88946	1,58714	24,3975	2,00531	1,74858	09:08:47	31.10.2023
1,09169	2,77677	3,32905	2,8898	1,58752	24,3641	2,00421	1,64358	09:09:47	31.10.2023
1,09133	2,77431	3,32935	2,88672	1,58786	24,2806	2,00398	1,6048	09:10:47	31.10.2023
1,0944	2,77662	3,33207	2,88845	1,58787	24,3391	2,00459	1,72931	09:11:47	31.10.2023
1,091	2,7732	3,33013	2,88582	1,58814	24,3655	2,00508	1,63803	09:12:47	31.10.2023
1,0906	2,77387	3,32878	2,88522	1,58761	24,3487	2,00401	1,60673	09:13:47	31.10.2023
1,09151	2,77171	3,32868	2,8845	1,58727	24,3027	2,00417	1,63163	09:14:47	31.10.2023
1,09269	2,77358	3,32979	2,88568	1,58808	24,345	2,0042	1,64184	09:15:47	31.10.2023
1,09232	2,77462	3,32973	2,88583	1,58881	24,3284	2,00441	1,73098	09:16:47	31.10.2023
1,09232	2,77583	3,32992	2,88906	1,58882	24,3782	2,00385	1,62532	09:17:47	31.10.2023
1,09297	2,77288	3,33067	2,88651	1,58727	24,3535	2,00528	1,61049	09:18:47	31.10.2023
1,09136	2,77213	3,32975	2,88567	1,58745	24,3624	2,00292	1,74054	09:19:47	31.10.2023
1,09302	2,77198	3,33107	2,88798	1,58792	24,3842	2,00509	1,72887	09:20:47	31.10.2023
1,09299	2,76884	3,33305	2,88726	1,58776	24,3	2,00434	1,62051	09:21:47	31.10.2023
1,08887	2,77038	3,33353	2,88797	1,58721	24,3202	2,00382	1,7615	09:22:47	31.10.2023
1,08781	2,77055	3,33067	2,88491	1,58787	24,2768	2,00454	1,60616	09:23:47	31.10.2023
1,09086	2,77256	3,33255	2,88868	1,58804	24,3774	2,00463	1,67417	09:24:47	31.10.2023
1,09174	2,77068	3,32938	2,88843	1,58914	24,3599	2,00457	1,63278	09:25:47	31.10.2023
1,08942	2,7701	3,33111	2,89069	1,58917	24,3952	2,00304	1,60779	09:26:47	31.10.2023
1,09126	2,7677	3,32739	2,88754	1,58776	24,329	2,0038	1,7538	09:27:47	31.10.2023
1,08869	2,77041	3,3272	2,88855	1,5881	24,2824	2,00432	1,71753	09:28:47	31.10.2023
1,09011	2,76957	3,32592	2,88612	1,58629	24,3885	2,00467	1,60875	09:29:47	31.10.2023
1,08857	2,77065	3,3301	2,88578	1,58852	24,3248	2,0033	1,64145	09:30:47	31.10.2023
1,08785	2,76837	3,32783	2,88911	1,58876	24,3454	2,00275	1,72891	09:31:47	31.10.2023
1,09057	2,76907	3,33105	2,88815	1,58847	24,3762	2,00345	1,76728	09:32:47	31.10.2023
1,09024	2,76837	3,33245	2,89189	1,58835	24,3721	2,00398	1,60704	09:33:47	31.10.2023
1,09198	2,77011	3,33065	2,88822	1,58915	24,3656	2,00267	1,76032	09:34:47	31.10.2023
1,09143	2,7696	3,33128	2,88892	1,58877	24,3933	2,00299	1,73247	09:35:47	31.10.2023
1,08851	2,76471	3,33124	2,88959	1,58951	24,3482	2,00335	1,6146	09:36:47	31.10.2023
1,08818	2,76633	3,32866	2,88777	1,58792	24,3375	2,00242	1,6297	09:37:47	31.10.2023
1,08627	2,76376	3,3305	2,8889	1,59001	24,3438	2,00332	1,63338	09:38:47	31.10.2023
1,08881	2,76285	3,33176	2,89024	1,58978	24,2671	2,00445	1,62694	09:39:47	31.10.2023
1,08913	2,76669	3,33661	2,88958	1,58919	24,3739	2,0041	1,7617	09:40:47	31.10.2023
1,08845	2,76233	3,33571	2,8908	1,58842	24,3098	2,00195	1,62637	09:41:47	31.10.2023
1,09056	2,76198	3,33574	2,89286	1,58772	24,3602	2,00225	1,61672	09:42:47	31.10.2023
1,08753	2,76365	3,33738	2,89161	1,58884	24,3187	2,00362	1,63266	09:43:47	31.10.2023
1,08978	2,76296	3,33671	2,88919	1,58973	24,4084	2,0034	1,73948	09:44:47	31.10.2023
1,09148	2,76479	3,33408	2,89003	1,5897	24,3256	2,00316	1,7472	09:45:47	31.10.2023
1,09421	2,76169	3,3343	2,88873	1,58857	24,3546	2,00263	1,73063	09:46:47	31.10.2023
1,10271	2,76244	3,3309	2,8855	1,58854	24,3578	2,00317	1,61963	09:47:47	31.10.2023
1,10484	2,76105	3,33262	2,8884	1,58907	24,3654	2,00325	1,62143	09:48:47	31.10.2023
1,10808	2,76264	3,33037	2,89028	1,5895	24,3672	2,0037	1,75362	09:49:47	31.10.2023
1,10164	2,76498	3,33092	2,88731	1,58901	24,3366	2,00311	1,6428	09:50:47	31.10.2023
1,09525	2,76282	3,32967	2,88699	1,58994	24,3906	2,00375	1,64008	09:51:47	31.10.2023
1,09269	2,76166	3,33077	2,88763	1,58907	24,3537	2,00307	1,61024	09:52:47	31.10.2023
1,09144	2,76251	3,32877	2,88817	1,58962	24,373	2,00338	1,7287	09:53:47	31.10.2023
1,08926	2,76055	3,32982	2,88757	1,58985	24,431	2,00246	1,7318	09:54:47	31.10.2023
1,08725	2,75958	3,32919	2,88762	1,58851	24,4022	2,00296	1,74424	09:55:47	31.10.2023
1,08661	2,76055	3,33053	2,88554	1,58792	24,2876	2,00317	1,64153	09:56:47	31.10.2023
1,08724	2,7628	3,32992	2,89021	1,58966	24,357	2,00394	1,76291	09:57:47	31.10.2023
1,08732	2,76228	3,33264	2,88953	1,59021	24,3336	2,00235	1,73239	09:58:47	31.10.2023
1,09198	2,7619	3,33141	2,89026	1,58902	24,3531	2,00304	1,73017	09:59:47	31.10.2023
1,09813	2,76237	3,32913	2,88879	1,5891	24,3517	2,00256	1,62952	10:00:47	31.10.2023
1,09371	2,76051	3,32821	2,88877	1,58894	24,3623	2,0033	1,73374	10:01:47	31.10.2023
1,09095	2,76369	3,32515	2,89065	1,58868	24,3812	2,00363	1,76105	10:02:47	31.10.2023
1,08655	2,7625	3,32452	2,88829	1,58966	24,363	2,00285	1,73113	10:03:47	31.10.2023
1,08667	2,76258	3,32211	2,89145	1,5887	24,3985	2,00232	1,60967	10:04:47	31.10.2023
1,0864	2,7619	3,32081	2,89153	1,58967	24,3616	2,00274	1,7453	10:05:47	31.10.2023
1,08872	2,7648	3,32054	2,89122	1,58815	24,3838	2,00372	1,73225	10:06:47	31.10.2023
1,08857	2,76408	3,31692	2,89289	1,58903	24,3691	2,00299	1,62339	10:07:47	31.10.2023
1,08764	2,76463	3,31599	2,89036	1,58936	24,4564	2,00363	1,60283	10:08:47	31.10.2023
1,08539	2,76171	3,31265	2,88984	1,58865	24,386	2,00268	1,72669	10:09:47	31.10.2023
1,08737	2,76	3,30966	2,88787	1,58874	24,3317	2,00416	1,73541	10:10:47	31.10.2023
1,08693	2,76112	3,31236	2,89025	1,5894	24,3267	2,00337	1,61145	10:11:47	31.10.2023
1,08756	2,76132	3,3113	2,8911	1,58921	24,378	2,00211	1,76132	10:12:47	31.10.2023
1,08689	2,76138	3,30822	2,89102	1,58787	24,3858	2,00195	1,73103	10:13:47	31.10.2023
1,08846	2,75779	3,30729	2,89066	1,58851	24,3128	2,00213	1,63674	10:14:47	31.10.2023
1,09167	2,75825	3,30693	2,89139	1,58945	24,3123	2,00354	1,63925	10:15:47	31.10.2023
1,10164	2,76001	3,30753	2,89131	1,5891	24,3569	2,00251	1,76287	10:16:47	31.10.2023
1,10426	2,75696	3,30583	2,89208	1,58947	24,3499	2,00287	1,74645	10:17:47	31.10.2023
1,10218	2,75858	3,30405	2,89069	1,58923	24,2791	2,0035	1,74897	10:18:47	31.10.2023
1,09842	2,75881	3,30381	2,88787	1,58976	24,3085	2,00279	1,62243	10:19:47	31.10.2023
1,09366	2,7581	3,30549	2,89218	1,58952	24,3887	2,00318	1,76455	10:20:47	31.10.2023
1,09441	2,75797	3,30366	2,88845	1,59066	24,3584	2,00159	1,6262	10:21:47	31.10.2023
1,09825	2,75493	3,29971	2,88957	1,58929	24,3532	2,00212	1,73227	10:22:47	31.10.2023
1,09562	2,75524	3,30183	2,88904	1,58927	24,3176	2,00275	1,76375	10:23:47	31.10.2023
1,0906	2,75444	3,30359	2,8889	1,5891	24,3385	2,00389	1,76464	10:24:47	31.10.2023
1,0858	2,75231	3,30319	2,889	1,5902	24,3139	2,00241	1,60849	10:25:47	31.10.2023
1,08615	2,75389	3,30118	2,88743	1,58874	24,2463	2,00164	1,62792	10:26:47	31.10.2023
1,08391	2,75384	3,30025	2,88932	1,58912	24,3273	2,00271	1,73512	10:27:47	31.10.2023
1,08098	2,75061	3,29546	2,88839	1,58941	24,3638	2,00254	1,63852	10:28:47	31.10.2023
1,08303	2,75146	3,29437	2,89141	1,58881	24,3579	2,00327	1,62754	10:29:47	31.10.2023
1,09221	2,7531	3,29307	2,89107	1,58951	24,372	2,00202	1,73507	10:30:47	31.10.2023
1,0967	2,75191	3,28733	2,89192	1,59006	24,2838	2,0025	1,73002	10:31:47	31.10.2023
1,10089	2,75161	3,28282	2,89278	1,58987	24,2812	2,00202	1,64158	10:32:47	31.10.2023
1,09993	2,75121	3,28245	2,891	1,59026	24,2998	2,0016	1,73819	10:33:47	31.10.2023
1,10217	2,75265	3,28072	2,89138	1,58987	24,3522	2,00289	1,65979	10:34:47	31.10.2023
1,10214	2,75023	3,28166	2,89153	1,58963	24,2797	2,00269	1,76358	10:35:47	31.10.2023
1,10045	2,74909	3,2823	2,88995	1,58898	24,3491	2,00239	1,63808	10:36:47	31.10.2023
1,09677	2,7502	3,27828	2,88839	1,58889	24,3271	2,00264	1,62119	10:37:47	31.10.2023
1,08868	2,74756	3,27202	2,88825	1,5895	24,3531	2,00292	1,63395	10:38:47	31.10.2023
1,08977	2,74824	3,27106	2,88885	1,59023	24,3425	2,00219	1,7604	10:39:47	31.10.2023
1,08566	2,75024	3,26714	2,89221	1,58942	24,3241	2,00203	3,73973	10:40:47	31.10.2023
1,08405	2,75065	3,26223	2,89038	1,58879	24,3601	2,00167	4,97329	10:41:47	31.10.2023
1,08593	2,75088	3,25569	2,89146	1,58956	24,2634	2,00134	9,51663	10:42:47	31.10.2023
1,09196	2,75107	3,25055	2,89102	1,59061	24,3774	2,00145	25,3418	10:43:47	31.10.2023
1,09469	2,7459	3,24308	2,88801	1,58971	24,2658	2,00169	25,4362	10:44:47	31.10.2023
1,09691	2,74881	3,23695	2,88799	1,59018	24,2916	2,00224	25,2602	10:45:47	31.10.2023
1,09781	2,74774	3,22821	2,88899	1,58988	24,3353	2,0017	25,1506	10:46:47	31.10.2023
