mV	mV	mV	mV	mV	°C	bar	%*bar	Zeit	Datum
0,950401	2,05323	2,18343	1,94544	1,0469	24,3463	1,00209	1,60713	23:59:47	30.10.2023
0,948249	2,05211	2,1838	1,94487	1,04569	24,3999	1,00139	1,74375	00:00:47	31.10.2023
0,945306	2,05311	2,18448	1,94282	1,04704	24,3013	1,00218	1,76005	00:01:47	31.10.2023
0,945488	2,05379	2,18315	1,9437	1,04704	24,3731	1,00151	1,73308	00:02:47	31.10.2023
0,942697	2,05222	2,18555	1,9419	1,04749	24,3579	1,003	1,61472	00:03:47	31.10.2023
0,939573	2,04816	2,18581	1,94134	1,04581	24,3533	1,0015	1,61678	00:04:47	31.10.2023
0,935681	2,04337	2,18576	1,93758	1,04785	24,3783	1,00226	1,76061	00:05:47	31.10.2023
0,932051	2,04238	2,18442	1,93581	1,04708	24,3071	1,00214	1,74301	00:06:47	31.10.2023
0,929331	2,04348	2,18685	1,93785	1,04781	24,3841	1,00217	1,76631	00:07:47	31.10.2023
0,926778	2,04343	2,19036	1,9372	1,04738	24,3579	1,0021	1,74801	00:08:47	31.10.2023
0,925709	2,03818	2,18959	1,93637	1,04821	24,3053	1,00151	1,63985	00:09:47	31.10.2023
0,926226	2,03981	2,19129	1,9359	1,04755	24,3672	1,00256	1,63055	00:10:47	31.10.2023
0,922387	2,03874	2,19059	1,93421	1,04864	24,3177	1,00064	1,73428	00:11:47	31.10.2023
0,922102	2,03998	2,19244	1,93644	1,04922	24,3139	1,00234	1,73127	00:12:47	31.10.2023
0,918834	2,03619	2,19284	1,93409	1,04963	24,3483	1,00204	1,76472	00:13:47	31.10.2023
0,915871	2,03494	2,19263	1,9314	1,04873	24,3222	1,00281	1,76486	00:14:47	31.10.2023
0,914265	2,03715	2,19364	1,93089	1,04871	24,3034	1,00279	1,73825	00:15:47	31.10.2023
0,91358	2,03376	2,19164	1,93095	1,05049	24,342	1,00167	1,72972	00:16:47	31.10.2023
0,908572	2,03347	2,19307	1,93068	1,04925	24,3332	1,00094	1,74175	00:17:47	31.10.2023
0,90743	2,03064	2,19258	1,92679	1,0503	24,3423	1,00176	1,76432	00:18:47	31.10.2023
0,906214	2,0309	2,19296	1,92845	1,05014	24,3653	1,00158	1,68906	00:19:47	31.10.2023
0,902956	2,02671	2,19511	1,92632	1,04949	24,3183	1,00026	1,73604	00:20:47	31.10.2023
0,9012	2,02805	2,19572	1,92666	1,05027	24,3373	1,00144	1,74205	00:21:47	31.10.2023
0,89949	2,02524	2,19645	1,92653	1,05019	24,3744	1,00112	1,74146	00:22:47	31.10.2023
0,897061	2,02632	2,19662	1,92669	1,05091	24,4422	1,00201	1,76411	00:23:47	31.10.2023
0,897378	2,02568	2,19584	1,92629	1,05005	24,3341	1,00166	1,61491	00:24:47	31.10.2023
0,894926	2,02296	2,19681	1,92489	1,05047	24,3834	1,00196	1,73968	00:25:47	31.10.2023
0,895041	2,02225	2,19847	1,92355	1,05105	24,4124	1,00203	1,61448	00:26:47	31.10.2023
0,89239	2,02259	2,19707	1,92318	1,05099	24,3293	1,00226	1,73092	00:27:47	31.10.2023
0,890521	2,02424	2,19686	1,92154	1,05096	24,3617	1,00086	1,74851	00:28:47	31.10.2023
0,88821	2,0197	2,19644	1,92239	1,05055	24,3734	1,00046	1,72935	00:29:47	31.10.2023
0,884106	2,0206	2,19964	1,92088	1,0519	24,3813	1,0025	1,76513	00:30:47	31.10.2023
0,884148	2,01898	2,19604	1,92126	1,05144	24,3783	1,0026	1,76368	00:31:47	31.10.2023
0,884054	2,01777	2,1969	1,91945	1,05188	24,293	1,00048	1,74705	00:32:47	31.10.2023
0,878541	2,01688	2,19587	1,91641	1,0517	24,3075	1,00189	1,72946	00:33:47	31.10.2023
0,880675	2,01694	2,19707	1,91502	1,0525	24,3358	1,00226	1,75809	00:34:47	31.10.2023
0,878699	2,0164	2,19546	1,91229	1,05188	24,3836	1,00214	1,72854	00:35:47	31.10.2023
0,875308	2,01541	2,19935	1,91193	1,05252	24,4044	1,0013	1,63861	00:36:47	31.10.2023
0,872063	2,01366	2,19874	1,91223	1,05172	24,3147	1,00177	1,75126	00:37:47	31.10.2023
0,872015	2,01527	2,19919	1,91299	1,05234	24,3569	1,00119	1,73835	00:38:47	31.10.2023
0,874695	2,01448	2,19766	1,9122	1,05345	24,3297	1,00212	1,75335	00:39:47	31.10.2023
0,871807	2,01421	2,20044	1,91111	1,05293	24,376	1,00091	1,76614	00:40:47	31.10.2023
0,869435	2,01403	2,20133	1,9101	1,05317	24,3583	1,00188	1,76525	00:41:47	31.10.2023
0,868379	2,01114	2,20134	1,91017	1,05316	24,2661	1,00159	1,76575	00:42:47	31.10.2023
0,864407	2,01143	2,20061	1,90982	1,05347	24,344	1,0022	1,60551	00:43:47	31.10.2023
0,86657	2,01207	2,20027	1,91007	1,0538	24,3423	1,00143	1,74631	00:44:47	31.10.2023
0,866131	2,01096	2,19846	1,90913	1,05359	24,3653	1,00207	1,74931	00:45:47	31.10.2023
0,86239	2,0117	2,19945	1,90846	1,05304	24,3428	1,0008	1,62367	00:46:47	31.10.2023
0,862672	2,01038	2,20049	1,90718	1,05523	24,3016	1,0011	1,6055	00:47:47	31.10.2023
0,861624	2,0097	2,19988	1,90741	1,05441	24,3155	1,00179	1,74272	00:48:47	31.10.2023
0,861063	2,00963	2,20024	1,90616	1,05492	24,2974	1,00142	1,75779	00:49:47	31.10.2023
0,857967	2,00825	2,2004	1,90526	1,05327	24,3634	1,00219	1,73322	00:50:47	31.10.2023
0,857211	2,00443	2,19974	1,90338	1,05314	24,3182	1,00269	1,63985	00:51:47	31.10.2023
0,85893	2,00813	2,19993	1,90427	1,054	24,3781	1,00262	1,60536	00:52:47	31.10.2023
0,856592	2,00724	2,19982	1,90389	1,05385	24,3598	1,00263	1,73858	00:53:47	31.10.2023
0,855375	2,00611	2,19945	1,90341	1,05518	24,4006	1,00284	1,74927	00:54:47	31.10.2023
0,855318	2,00491	2,20228	1,90305	1,05405	24,3301	1,0019	1,75747	00:55:47	31.10.2023
0,852518	2,00571	2,20122	1,90288	1,05534	24,3495	1,00231	1,62785	00:56:47	31.10.2023
0,851664	2,00379	2,2007	1,90184	1,054	24,3578	1,00227	1,74056	00:57:47	31.10.2023
0,85196	2,00203	2,20313	1,90208	1,05496	24,3518	1,00335	1,76321	00:58:47	31.10.2023
0,851884	2,00307	2,20178	1,89898	1,05581	24,3056	1,00266	1,76236	00:59:47	31.10.2023
0,849107	2,00252	2,20074	1,90003	1,0545	24,3515	1,00151	1,76527	01:00:47	31.10.2023
0,847344	2,00244	2,20128	1,89949	1,05506	24,3609	1,00183	1,73133	01:01:47	31.10.2023
0,846022	2,00156	2,20216	1,89996	1,05572	24,355	1,00153	1,75458	01:02:47	31.10.2023
0,845712	1,99889	2,20309	1,8991	1,05544	24,3595	1,00245	1,74608	01:03:47	31.10.2023
0,844236	2,00093	2,20275	1,89905	1,05582	24,2644	1,00274	1,62866	01:04:47	31.10.2023
0,843733	1,99638	2,20203	1,8986	1,05531	24,3529	1,00275	1,63866	01:05:47	31.10.2023
0,842457	1,99788	2,20477	1,89859	1,05655	24,3763	1,003	1,72936	01:06:47	31.10.2023
0,842025	1,99906	2,20286	1,89765	1,05536	24,4073	1,0028	1,62536	01:07:47	31.10.2023
0,839639	2,00097	2,20358	1,89632	1,05545	24,2995	1,00244	1,72899	01:08:47	31.10.2023
0,840242	1,99815	2,20376	1,89676	1,05707	24,3414	1,00257	1,63028	01:09:47	31.10.2023
0,840698	1,99709	2,20529	1,89704	1,0556	24,3345	1,00296	1,75864	01:10:47	31.10.2023
0,835968	1,99608	2,20551	1,8947	1,05597	24,4085	1,00299	1,72978	01:11:47	31.10.2023
0,837107	1,99768	2,20631	1,89772	1,05619	24,4019	1,00195	1,76209	01:12:47	31.10.2023
0,838933	1,99802	2,20486	1,89563	1,05656	24,3395	1,00215	1,62361	01:13:47	31.10.2023
0,838243	1,99865	2,20661	1,89466	1,05693	24,3221	1,00273	1,66171	01:14:47	31.10.2023
0,838552	1,99581	2,20707	1,89465	1,05643	24,4252	1,00331	1,74452	01:15:47	31.10.2023
0,838234	1,9945	2,20615	1,89553	1,05694	24,3214	1,00224	1,64198	01:16:47	31.10.2023
0,832049	1,99693	2,20683	1,89558	1,05743	24,354	1,00229	1,75568	01:17:47	31.10.2023
0,829924	1,99703	2,20687	1,89243	1,05728	24,3704	1,00231	1,73216	01:18:47	31.10.2023
0,832254	1,99665	2,20705	1,89261	1,05663	24,3657	1,00216	1,74594	01:19:47	31.10.2023
0,833665	1,99411	2,20475	1,89443	1,05698	24,3368	1,00188	1,76169	01:20:47	31.10.2023
0,830957	1,99439	2,20568	1,89362	1,05669	24,3917	1,00169	1,6413	01:21:47	31.10.2023
0,828019	1,99305	2,20658	1,89256	1,05709	24,3695	1,00232	1,75785	01:22:47	31.10.2023
0,829382	1,99384	2,20664	1,89323	1,05639	24,3922	1,00259	1,61054	01:23:47	31.10.2023
0,829039	1,99268	2,20732	1,89253	1,0578	24,3091	1,00237	1,7286	01:24:47	31.10.2023
0,828918	1,99187	2,20678	1,89227	1,05844	24,2832	1,00249	1,76653	01:25:47	31.10.2023
0,830935	1,99318	2,20691	1,89277	1,05697	24,3699	1,00186	1,7608	01:26:47	31.10.2023
0,825978	1,99314	2,2068	1,89082	1,05686	24,3259	1,00284	1,76437	01:27:47	31.10.2023
0,82504	1,99153	2,20836	1,89198	1,05829	24,4124	1,00304	1,75047	01:28:47	31.10.2023
0,823981	1,991	2,20837	1,89249	1,05803	24,4188	1,00235	1,76254	01:29:47	31.10.2023
0,824358	1,99052	2,20767	1,89218	1,05829	24,3653	1,0021	1,73682	01:30:47	31.10.2023
0,821694	1,98928	2,209	1,88954	1,05693	24,3951	1,0018	1,76657	01:31:47	31.10.2023
0,820605	1,99273	2,20941	1,89168	1,05779	24,3601	1,00289	1,64158	01:32:47	31.10.2023
0,82169	1,99201	2,21134	1,89076	1,05815	24,303	1,0018	1,75891	01:33:47	31.10.2023
0,822966	1,98968	2,21197	1,89199	1,05739	24,3728	1,00181	1,72975	01:34:47	31.10.2023
0,819914	1,98879	2,20949	1,88932	1,0579	24,3857	1,00198	1,74906	01:35:47	31.10.2023
0,81989	1,98776	2,20972	1,88922	1,05794	24,3893	1,00185	1,76151	01:36:47	31.10.2023
0,820036	1,98979	2,20863	1,89025	1,05901	24,4015	1,00202	1,60903	01:37:47	31.10.2023
0,818991	1,99017	2,20896	1,89182	1,06002	24,3727	1,00276	1,73133	01:38:47	31.10.2023
0,817795	1,9894	2,20817	1,89063	1,05859	24,3471	1,00233	1,74716	01:39:47	31.10.2023
0,817621	1,99124	2,2084	1,89066	1,05877	24,3822	1,00099	1,74573	01:40:47	31.10.2023
0,816326	1,99059	2,21087	1,88987	1,0594	24,3844	1,00151	1,73401	01:41:47	31.10.2023
0,816598	1,98756	2,21067	1,8898	1,05898	24,2916	1,00171	1,6107	01:42:47	31.10.2023
0,815983	1,98877	2,21084	1,88972	1,05872	24,3961	1,00146	1,74146	01:43:47	31.10.2023
0,812168	1,98987	2,2102	1,88762	1,05831	24,3692	1,00183	1,76037	01:44:47	31.10.2023
0,814924	1,98582	2,2103	1,88687	1,05865	24,3395	1,0018	1,72698	01:45:47	31.10.2023
0,813517	1,98703	2,21217	1,88914	1,06003	24,3696	1,00141	1,72868	01:46:47	31.10.2023
0,814428	1,99006	2,21143	1,89003	1,05912	24,3129	1,00179	1,76167	01:47:47	31.10.2023
0,814866	1,98698	2,21022	1,88947	1,05992	24,3892	1,00184	1,6226	01:48:47	31.10.2023
0,811799	1,98843	2,21137	1,88931	1,05973	24,3706	1,00129	1,7323	01:49:47	31.10.2023
0,813555	1,98492	2,21216	1,886	1,05975	24,3287	1,00056	1,73644	01:50:47	31.10.2023
0,811713	1,98631	2,21363	1,88921	1,05992	24,3541	1,00097	1,73021	01:51:47	31.10.2023
0,811937	1,98693	2,21324	1,88778	1,05998	24,3611	1,00107	1,73376	01:52:47	31.10.2023
0,810354	1,98572	2,21373	1,88877	1,06032	24,3442	1,00129	1,73352	01:53:47	31.10.2023
0,810664	1,98629	2,21136	1,8875	1,05859	24,3374	1,00191	1,737	01:54:47	31.10.2023
0,811841	1,98417	2,21107	1,88823	1,06043	24,415	1,00155	1,76118	01:55:47	31.10.2023
0,809593	1,9839	2,21358	1,88602	1,05936	24,3147	1,00345	1,74205	01:56:47	31.10.2023
0,810158	1,98548	2,21231	1,88601	1,05968	24,3747	1,00185	1,73184	01:57:47	31.10.2023
0,808237	1,98345	2,21301	1,88453	1,0584	24,3843	1,00175	1,74645	01:58:47	31.10.2023
0,804668	1,98092	2,21173	1,88565	1,05935	24,3526	1,00148	1,64328	01:59:47	31.10.2023
0,809033	1,98396	2,21321	1,88735	1,05954	24,3175	1,00185	1,73268	02:00:47	31.10.2023
0,809101	1,98279	2,21262	1,88512	1,06011	24,3709	1,00249	1,72752	02:01:47	31.10.2023
0,806982	1,98489	2,21016	1,88354	1,05877	24,3219	1,00194	1,73167	02:02:47	31.10.2023
0,807482	1,98396	2,20879	1,88398	1,05935	24,3806	1,0015	1,74606	02:03:47	31.10.2023
0,809033	1,98342	2,21202	1,88607	1,06021	24,3584	1,00155	1,753	02:04:47	31.10.2023
0,807087	1,9833	2,21287	1,88782	1,0608	24,3406	1,00236	1,68079	02:05:47	31.10.2023
0,808718	1,9844	2,21304	1,8855	1,06055	24,37	1,00203	1,73428	02:06:47	31.10.2023
0,805672	1,98217	2,21245	1,88582	1,05949	24,3611	1,00106	1,74915	02:07:47	31.10.2023
0,805499	1,98303	2,21208	1,88421	1,06043	24,3564	1,00118	1,76185	02:08:47	31.10.2023
0,808187	1,98194	2,2138	1,88404	1,06129	24,3654	1,00224	1,75564	02:09:47	31.10.2023
0,80668	1,98266	2,21392	1,88447	1,0601	24,3656	1,002	1,73247	02:10:47	31.10.2023
0,804363	1,98298	2,21214	1,883	1,06084	24,3472	1,00234	1,74178	02:11:47	31.10.2023
0,806518	1,98113	2,21167	1,88622	1,06074	24,3651	1,00159	1,60736	02:12:47	31.10.2023
0,802469	1,98276	2,21183	1,88471	1,06113	24,3998	1,00228	1,74975	02:13:47	31.10.2023
0,8041	1,98149	2,21313	1,88485	1,06105	24,3696	1,00236	1,6057	02:14:47	31.10.2023
0,804088	1,98163	2,21533	1,88486	1,06074	24,3312	1,00072	1,61818	02:15:47	31.10.2023
0,804273	1,9809	2,21468	1,88573	1,0614	24,3482	1,00164	1,72951	02:16:47	31.10.2023
0,803481	1,98377	2,21561	1,88548	1,06191	24,3407	1,00113	1,67181	02:17:47	31.10.2023
0,801993	1,98175	2,21576	1,88501	1,06149	24,3594	1,00184	1,76591	02:18:47	31.10.2023
0,80316	1,98151	2,21627	1,88533	1,06027	24,3549	1,00203	1,76721	02:19:47	31.10.2023
0,80351	1,9798	2,21774	1,88421	1,05994	24,3672	1,00217	1,76651	02:20:47	31.10.2023
0,802182	1,98159	2,21707	1,88616	1,06175	24,3349	1,0032	1,63014	02:21:47	31.10.2023
0,801718	1,98065	2,21776	1,88783	1,06134	24,4064	1,00216	1,60345	02:22:47	31.10.2023
0,80326	1,9807	2,21554	1,88502	1,06166	24,4252	1,00347	1,72908	02:23:47	31.10.2023
0,802831	1,98029	2,2142	1,8834	1,06133	24,3189	1,00314	1,74654	02:24:47	31.10.2023
0,803635	1,98196	2,21507	1,88463	1,0623	24,2533	1,00251	1,72997	02:25:47	31.10.2023
0,802169	1,9811	2,2174	1,88587	1,06224	24,3132	1,00158	1,7292	02:26:47	31.10.2023
0,801492	1,9799	2,21794	1,88736	1,06214	24,34	1,0018	1,73473	02:27:47	31.10.2023
0,802379	1,98105	2,21902	1,88458	1,06192	24,3689	1,00204	1,73641	02:28:47	31.10.2023
0,799006	1,98145	2,21943	1,88471	1,06097	24,3642	1,00159	1,76509	02:29:47	31.10.2023
0,799409	1,9781	2,21913	1,88378	1,06246	24,3838	1,002	1,76361	02:30:47	31.10.2023
0,799927	1,97923	2,21797	1,88655	1,06138	24,3691	1,00275	1,76551	02:31:47	31.10.2023
0,800303	1,97948	2,21739	1,8849	1,06159	24,3933	1,00183	1,72992	02:32:47	31.10.2023
0,799728	1,97823	2,21931	1,88474	1,06143	24,3441	1,00121	1,63891	02:33:47	31.10.2023
0,798956	1,97895	2,21907	1,88551	1,06221	24,3593	1,00255	1,73296	02:34:47	31.10.2023
0,80097	1,98151	2,21719	1,88634	1,06235	24,3427	1,00185	1,76104	02:35:47	31.10.2023
0,79935	1,97821	2,21802	1,88493	1,06196	24,3484	1,00113	1,74007	02:36:47	31.10.2023
0,799181	1,97698	2,21848	1,88383	1,06235	24,3484	1,00195	1,76657	02:37:47	31.10.2023
0,797737	1,97679	2,21715	1,88512	1,06171	24,4017	1,00197	1,74546	02:38:47	31.10.2023
0,799874	1,97748	2,21664	1,88365	1,06373	24,388	1,00203	1,73045	02:39:47	31.10.2023
0,799001	1,97567	2,21911	1,8844	1,06271	24,3449	1,00218	1,65122	02:40:47	31.10.2023
0,796787	1,97643	2,22048	1,88337	1,0625	24,3252	1,00283	1,76128	02:41:47	31.10.2023
0,796657	1,97668	2,21904	1,88307	1,06375	24,3868	1,00234	1,76148	02:42:47	31.10.2023
0,796884	1,97729	2,21805	1,8839	1,06341	24,3695	1,00202	1,76678	02:43:47	31.10.2023
0,799882	1,97471	2,21913	1,88591	1,06314	24,3441	1,0017	1,76478	02:44:47	31.10.2023
0,798239	1,97786	2,21835	1,88527	1,06378	24,3483	1,00115	1,74014	02:45:47	31.10.2023
0,79735	1,97616	2,21774	1,88405	1,06301	24,3158	1,00286	1,62072	02:46:47	31.10.2023
0,798572	1,97599	2,21873	1,88281	1,06371	24,3512	1,00303	1,74109	02:47:47	31.10.2023
0,79822	1,97765	2,22105	1,88675	1,06304	24,3258	1,00247	1,65144	02:48:47	31.10.2023
0,796812	1,97499	2,21872	1,88476	1,06288	24,3047	1,00302	1,76555	02:49:47	31.10.2023
0,797293	1,97677	2,21843	1,88651	1,06246	24,3354	1,00195	1,75278	02:50:47	31.10.2023
0,795376	1,97387	2,21973	1,88514	1,0639	24,3843	1,00107	1,76128	02:51:47	31.10.2023
0,79511	1,97498	2,21926	1,88529	1,06343	24,3922	1,00152	1,63948	02:52:47	31.10.2023
0,796938	1,97639	2,22062	1,88439	1,06303	24,3678	1,00269	1,74965	02:53:47	31.10.2023
0,796968	1,97489	2,21871	1,88381	1,06415	24,3533	1,00284	1,76641	02:54:47	31.10.2023
0,796883	1,9735	2,21868	1,88441	1,06435	24,3255	1,00188	1,74825	02:55:47	31.10.2023
0,796197	1,97329	2,21759	1,88494	1,06328	24,3051	1,00159	1,73855	02:56:47	31.10.2023
0,796679	1,97553	2,21856	1,88546	1,06307	24,3294	1,0027	1,61856	02:57:47	31.10.2023
0,796391	1,97642	2,2197	1,88621	1,06288	24,2696	1,00279	1,60482	02:58:47	31.10.2023
0,792677	1,97573	2,21809	1,88308	1,06326	24,3437	1,00249	1,6238	02:59:47	31.10.2023
0,796423	1,97349	2,21777	1,88623	1,06395	24,3375	1,00108	1,74123	03:00:47	31.10.2023
0,795678	1,97636	2,2179	1,88464	1,06267	24,362	1,00123	1,62955	03:01:47	31.10.2023
0,7959	1,97543	2,22002	1,88679	1,06422	24,3362	1,00234	1,75211	03:02:47	31.10.2023
0,79463	1,97322	2,22025	1,88366	1,06334	24,3113	1,00123	1,61565	03:03:47	31.10.2023
0,79517	1,97339	2,22038	1,88492	1,06344	24,3454	1,00224	1,60598	03:04:47	31.10.2023
0,795722	1,97531	2,21879	1,88643	1,06355	24,3313	1,00243	1,74079	03:05:47	31.10.2023
0,795609	1,97256	2,21916	1,88451	1,06385	24,2746	1,00372	1,64291	03:06:47	31.10.2023
0,794562	1,97154	2,21906	1,88396	1,06314	24,373	1,00237	1,74853	03:07:47	31.10.2023
0,794364	1,97375	2,22029	1,88358	1,06394	24,3842	1,00328	1,76668	03:08:47	31.10.2023
0,793598	1,97243	2,22001	1,88452	1,06479	24,258	1,0024	1,76591	03:09:47	31.10.2023
0,794586	1,97141	2,22126	1,8838	1,06428	24,3244	1,00188	1,73017	03:10:47	31.10.2023
0,793572	1,97115	2,22195	1,88633	1,06535	24,3295	1,00226	1,7419	03:11:47	31.10.2023
0,795397	1,97235	2,22241	1,88641	1,06396	24,3577	1,0026	1,61483	03:12:47	31.10.2023
0,794137	1,97161	2,22187	1,88609	1,064	24,35	1,00258	1,76551	03:13:47	31.10.2023
0,791518	1,97326	2,22164	1,88511	1,06422	24,3608	1,00217	1,73967	03:14:47	31.10.2023
0,794805	1,97003	2,22198	1,88411	1,06443	24,3097	1,00219	1,73851	03:15:47	31.10.2023
0,794883	1,97143	2,22423	1,88407	1,06497	24,3631	1,003	1,60746	03:16:47	31.10.2023
0,793659	1,96955	2,22013	1,88476	1,06545	24,3	1,00276	1,7489	03:17:47	31.10.2023
0,79371	1,96928	2,22298	1,88503	1,06475	24,3185	1,00317	1,76321	03:18:47	31.10.2023
0,794816	1,96808	2,22311	1,88787	1,06384	24,3308	1,00283	1,73466	03:19:47	31.10.2023
0,79174	1,97249	2,22049	1,88825	1,0642	24,336	1,00227	1,62008	03:20:47	31.10.2023
0,79322	1,97107	2,22112	1,88464	1,06597	24,3515	1,00298	1,73662	03:21:47	31.10.2023
0,791902	1,97024	2,21907	1,88375	1,06511	24,3912	1,00173	1,76439	03:22:47	31.10.2023
0,790912	1,97072	2,22276	1,88487	1,06368	24,3071	1,00221	1,76685	03:23:47	31.10.2023
0,79043	1,97093	2,22128	1,8848	1,06421	24,3677	1,00272	1,76298	03:24:47	31.10.2023
0,794057	1,97267	2,22021	1,8859	1,06496	24,3548	1,0027	1,64087	03:25:47	31.10.2023
0,792662	1,97335	2,22011	1,8828	1,06379	24,3873	1,00166	1,74404	03:26:47	31.10.2023
0,792034	1,97129	2,2193	1,88286	1,06508	24,336	1,0028	1,63001	03:27:47	31.10.2023
0,792265	1,97039	2,22053	1,88384	1,06396	24,3267	1,00186	1,73301	03:28:47	31.10.2023
0,791314	1,97145	2,22206	1,88559	1,06408	24,374	1,00339	1,76061	03:29:47	31.10.2023
0,790671	1,96927	2,22049	1,88584	1,06431	24,3238	1,00386	1,76673	03:30:47	31.10.2023
0,788632	1,9721	2,22071	1,88266	1,06575	24,3236	1,00232	1,65921	03:31:47	31.10.2023
0,788764	1,97116	2,21922	1,88449	1,0643	24,3492	1,00273	1,7615	03:32:47	31.10.2023
0,789684	1,97025	2,22071	1,884	1,06542	24,3238	1,004	1,75035	03:33:47	31.10.2023
0,790877	1,97001	2,22191	1,88564	1,06526	24,342	1,00238	1,7618	03:34:47	31.10.2023
0,794171	1,96702	2,22332	1,88456	1,06484	24,3626	1,00309	1,74677	03:35:47	31.10.2023
0,791158	1,96724	2,22363	1,88323	1,0664	24,3471	1,00199	1,62261	03:36:47	31.10.2023
0,79426	1,96739	2,22404	1,88339	1,0652	24,3729	1,00163	1,76332	03:37:47	31.10.2023
0,79022	1,96798	2,22273	1,88419	1,06561	24,3783	1,00344	1,62929	03:38:47	31.10.2023
0,793539	1,96831	2,22107	1,88399	1,066	24,3891	1,00245	1,75738	03:39:47	31.10.2023
0,788059	1,969	2,22089	1,88477	1,06382	24,3831	1,00254	1,76491	03:40:47	31.10.2023
0,791628	1,96767	2,22168	1,88421	1,06563	24,3706	1,00318	1,74887	03:41:47	31.10.2023
0,790506	1,96782	2,22261	1,88392	1,06511	24,3168	1,00341	1,73333	03:42:47	31.10.2023
0,789657	1,97113	2,22235	1,88585	1,06638	24,3764	1,00313	1,74962	03:43:47	31.10.2023
0,792181	1,97108	2,22439	1,88587	1,06499	24,352	1,00259	1,62697	03:44:47	31.10.2023
0,788792	1,96902	2,22463	1,88519	1,06566	24,3408	1,00238	1,76238	03:45:47	31.10.2023
0,78883	1,96834	2,22388	1,88467	1,0642	24,3189	1,00256	1,73174	03:46:47	31.10.2023
0,789416	1,96932	2,22592	1,88584	1,06571	24,3803	1,00298	1,76065	03:47:47	31.10.2023
0,788055	1,96826	2,22639	1,88613	1,06463	24,3469	1,00311	1,61849	03:48:47	31.10.2023
0,788989	1,96695	2,22589	1,88667	1,06516	24,3112	1,0026	1,75904	03:49:47	31.10.2023
0,788757	1,96638	2,22371	1,88649	1,06553	24,3368	1,00322	1,75037	03:50:47	31.10.2023
0,790263	1,9704	2,22471	1,88654	1,0664	24,3439	1,00286	1,60862	03:51:47	31.10.2023
0,789533	1,96955	2,22346	1,88594	1,06473	24,2866	1,00242	1,74364	03:52:47	31.10.2023
0,789056	1,9669	2,22574	1,886	1,06534	24,3452	1,00258	1,74256	03:53:47	31.10.2023
0,791124	1,96711	2,22478	1,88481	1,06508	24,3562	1,00209	1,62026	03:54:47	31.10.2023
0,788911	1,96892	2,22404	1,88512	1,0657	24,3654	1,0024	1,73221	03:55:47	31.10.2023
0,788541	1,96768	2,22484	1,88799	1,06647	24,3611	1,0024	1,74279	03:56:47	31.10.2023
0,789755	1,96898	2,22578	1,88449	1,06496	24,3471	1,0023	1,63978	03:57:47	31.10.2023
0,788054	1,96937	2,22472	1,88483	1,06513	24,2996	1,00316	1,73239	03:58:47	31.10.2023
0,789754	1,96706	2,22572	1,88551	1,06565	24,3014	1,00189	1,76385	03:59:47	31.10.2023
0,79018	1,96809	2,22547	1,88923	1,06583	24,3014	1,00257	1,7488	04:00:47	31.10.2023
0,790996	1,96585	2,22672	1,88603	1,0658	24,3311	1,00291	1,76258	04:01:47	31.10.2023
0,788455	1,96949	2,22423	1,88522	1,06592	24,3792	1,0029	1,76711	04:02:47	31.10.2023
0,790955	1,96881	2,22447	1,8846	1,06498	24,3414	1,00148	1,74446	04:03:47	31.10.2023
0,790402	1,96633	2,22486	1,88555	1,06613	24,389	1,00327	1,73442	04:04:47	31.10.2023
0,78612	1,96757	2,22414	1,88497	1,06616	24,3059	1,00283	1,73199	04:05:47	31.10.2023
0,788563	1,96935	2,22693	1,887	1,06574	24,3716	1,00233	1,76354	04:06:47	31.10.2023
0,789356	1,96415	2,22609	1,88544	1,06439	24,3673	1,0033	1,73358	04:07:47	31.10.2023
0,787854	1,96599	2,22825	1,88535	1,0662	24,3458	1,0023	1,76095	04:08:47	31.10.2023
0,788294	1,96583	2,22736	1,88532	1,06615	24,3877	1,00327	1,60796	04:09:47	31.10.2023
0,789151	1,96502	2,22826	1,88641	1,06578	24,3196	1,00144	1,75368	04:10:47	31.10.2023
0,790614	1,96522	2,22862	1,88597	1,06615	24,4102	1,00273	1,76164	04:11:47	31.10.2023
0,788443	1,96705	2,22724	1,8863	1,06686	24,2822	1,00294	1,76434	04:12:47	31.10.2023
0,789703	1,96684	2,22759	1,88789	1,06669	24,3321	1,00217	1,74109	04:13:47	31.10.2023
0,789139	1,96787	2,22726	1,8886	1,06652	24,2796	1,00264	1,64233	04:14:47	31.10.2023
0,789008	1,96891	2,22729	1,88664	1,06679	24,3398	1,00254	1,6236	04:15:47	31.10.2023
0,791565	1,963	2,22564	1,88621	1,06631	24,3053	1,00304	1,60565	04:16:47	31.10.2023
0,78976	1,96414	2,22565	1,88658	1,06604	24,3794	1,00375	1,61807	04:17:47	31.10.2023
0,789973	1,96666	2,22789	1,88614	1,06672	24,3721	1,00193	1,72465	04:18:47	31.10.2023
0,787669	1,96631	2,22919	1,88811	1,06717	24,3399	1,00381	1,75215	04:19:47	31.10.2023
0,789561	1,96553	2,22884	1,88657	1,06653	24,3669	1,00236	1,72882	04:20:47	31.10.2023
0,788264	1,96486	2,22983	1,8871	1,0671	24,3488	1,00262	1,73202	04:21:47	31.10.2023
0,78722	1,9616	2,22865	1,888	1,06666	24,4234	1,00217	1,75041	04:22:47	31.10.2023
